pimprod2027665,Buttah Skin,Tea Tree Exfoliating Scrub,Treatment & Serums,Face Peels & Exfoliators,$24.00,3.4 oz,https://media.ulta.com/i/ulta/2588528?w=100&h=100&fmt=auto,"1,471 Reviews","Benefits
Detoxify, absorb oils and smooth skin
Transforms into a gentle foam cleanser, infused with Tea Tree Oil, to remove dirt, and impurities from skin
Cool and calming Aloe Vera naturally hydrates, soothes and nourishes
Key Ingredients
Tea Tree Oil - Helps to clarify and clear skin
Kaolin Clay - Helps detoxify, absorb oils, balance skin and prevent the app
Eco-Beads - Gently exfoliate skin, lifting away dead skin cells and impurities without irritation for a smooth, soft texture and all-over glow.
Item 2588528","Water, Sodium Methyl Cocoyl Taurate, Sodium Lauryl Sulfoacetate, Sodium C14-16 Olefin Sulfonate, Decyl Glucoside, Cocamidopropyl Betaine, Glycerin, Propanediol, Aloe Barbadensis Leaf Juice, Magnesium Aluminum Silicate, Kaolin, Perlite, Salicylic Acid, Cocamidopropyl Dimethylamine, Sorbeth-230 Tetraoleate, Sorbitan Laurate, Argania Spinosa Kernel Oil, Stearyl Stearate, Euphorbia Cerifera (Candelilla) Wax, Jojoba Esters, Ricinus Communis (Castor) Seed Oil, Phenoxyethanol, Ethylhexylglycerin, Xanthan Gum, Lithium Magnesium Sodium Silicate, Tetrasodium Pyrophosphate, Arginine, Menthol, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Sodium Benzoate, Citric Acid, CI 77891, Disodium EDTA, Tocopherol","Apply an even layer to clean, dry skin, avoiding eye and lip areas, leave on for 3-5 minutes. Splash face with water to activate. Massage into skin and rinse. For best results, use twice a week."
pimprod2036971,Beekman 1802,Midnight Milk Better Aging Sleep Mask,Treatment & Serums,Face Serums,$52.00,2.13 oz,https://media.ulta.com/i/ulta/2606961?w=100&h=100&fmt=auto,336 Reviews,"Benefits
Clinically proven to lift and firm overnight for a more youthful appearance by morning
Deeply hydrates and proven to make skin appear plumper
Proven to Improve skin density and elasticity for more bounce
Treats signs of aging and skin damage overnight while your skin is most receptive to healing
Nourishes and protects the microbiome
Locks in moisture for deep hydration and clinically proven to leave skin pillowy soft
Safe for sensitive skin
Dermatologist-approved
Certified microbiome-friendly
Key Ingredients
Goat Milk: rich in lactic acid, minerals, vitamins A, B3, B6,B12 and D as well as Omega Fatty Acids to hydrate, perfect and nourish skin while feeding the skin’s microbiome
Peptides: stimulates the skin’s natural collagen production while helping to increase skin firmness for a visible plumping effect
Bakuchiol: plant-based alternative active for better aging that’s 4x gentler than retinol
Melatonin: balances skin tone and helps to reduce skin roughness and wrinkles for an overall smooth, even appearance
Formulated without parabens, sulfates, mineral oil, alcohol, harsh ingredients
Research Results
95% saw firmer skin in 1 week
92% saw firmer skin by morning
92% said skin felt bouncy
92% had pillowy soft skin
Item 2606961","Water (Aqua), Glycerin, Glyceryl Stearate, Cetyl Alcohol, Neopentyl Glycol Diheptanoate, Glyceryl Caprylate, Squalane, Palmitoyl Tripeptide-38, Caprae Lac (Goat Milk), Milk Protein, Lactose, Bifida Ferment Lysate, Bakuchiol, Melatonin, Hyaluronic Acid, Isododecane, Melia Azadirachta Flower Extract, Stearic Acid, Glyceryl Stearate Citrate, Hydroxyacetophenone, Panthenol, Coccinia Indica Fruit Extract, Carbomer, Allantoin, Xanthan Gum, Caprylhydroxamic Acid, Glyceryl Laurate, Betaine, Sodium Hydroxide, Centella Asiatica Extract, Hydroxypropyl Cyclodextrin, Spinacia Oleracea (Spinach) Leaf Extract, Sodium Carbonate ... and Kindness. Does not contain live cultures.","On clean skin as the last step in your skincare routine, spread a thin layer onto clean skin as the final step in your nighttime routine and wake up to plump, rehydrated skin."
pimprod2051709,Peace Out,Love Yourself Kit,By Category,Skin Gifts,$28.00,,https://media.ulta.com/i/ulta/2640507?w=100&h=100&fmt=auto,1 Review,"Key Ingredients
Encapsulated Salicylic Acid: Penetrates pores to target acne blemishes and blackheads.
Aloe Vera Leaf Extract: Gently soothes while minimizing the appearance of redness.
Research Results
Clinically proven to reduce pimples within 4 hours*
*Based on a third-party-led board-certified dermatologist review of a clinical study with 34 participants.
Includes
20 premium Acne Healing Dots
16 Pride Acne Healing Dots
Item 2640507","Active Ingredient: Salicylic Acid 0.5% Inactive Ingredients: Aloe Barbadensis (Aloe Vera) Leaf Extract, Retinyl Acetate (Vitamin A)* Patch: Hydrocolloid Polymer Technology.","After cleansing, apply a dot, tacky-side down, directly on your blemish. For best results, wear for at least six hours. For even peskier breakouts, use with Peace Out Acne Serum (sold separately). Hold up! If you're experiencing any areas of excessive dryness, open skin or went a little heavy handed with peels/chemical exfoliation/actives, give your skin a little resting time before using our dots or patches.
Warning: Avoid direct contact with the eyes. For External use only."
pimprod2036682,Kiehl's Since 1851,Ultra Facial Advanced Repair Barrier Cream,Treatment & Serums,Body Treatments,$48.00,1.7 oz,https://media.ulta.com/i/ulta/2603779?w=100&h=100&fmt=auto,618 Reviews,"Benefits
Ultra Facial Advanced Repair Barrier Cream has received the National Eczema Association's Seal of Acceptance
Transforms even the driest skin to be soft, smooth, and healthy-looking
Helps skin feel relieved from irritation and discomfort
Clinically tested on 100% sensitive skin with 50% dry to extra dry skin types
Absorbs quickly with a breathable, balm-to-cream texture
Key Ingredients
Colloidal Oatmeal: rich in anti-inflammatory compounds, it is known to relieve sensitive skin and repair the skin barrier
Beta-Glucan: a skin-repairing molecule that can help transform dry, sensitized skin into a smoother and healthier appearance
Research Results
Repairs skin barrier function in 1 Hour*
Rapidly reduces redness**
*Provides temporary repair to skin's moisture barrier function in one hour based on instrumental TEWL and tape stripping test of 28 subjects
**Refers to redness due to dryness. Results based on a 4-week consumer perception test of 50 subjects with statistically significant improvement in visible redness post-application and at time points throughout the 4-week duration of the study
***Results based on an instrumental corneometer test of 26 subjects compared to untreated skin post-application and at time points throughout the 96-hour duration of the study
The clinical studies performed on the formula have been validated to support the above-noted claims
Item 2603779","Aqua / Water, Butylene Glycol, Glycerin, Caprylic/Capric Triglyceride, Behenyl Alcohol, Pentylene Glycol, Niacinamide, Dicaprylyl Carbonate, Cetearyl Alcohol, Trehalose, Sucrose Polystearate, C12-16 Alcohols, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Tocopherol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate, Copolymer, Ceramide Np, Allantoin, Hydrogenated Polyisobutene, Palmitic Acid, Hydrogenated Lecithin, Carbomer, Beta-Glucan, Ethylhexylglycerin, Adenosine, Caprylyl Glycol, Pseudoalteromonas Ferment Extract, Sorbitan Isostearate, Cetyl Palmitate, Cynanchum Atratum Extract, Colloidal Oatmeal, Sorbitan Olivate, Sorbitan Palmitate, C14-22 Alcohols, C12-20 Alkyl Glucoside, Salicylic Acid, Sodium Hydroxide.","Apply Kiehl's barrier cream after your facial serum using the appropriate amount for your skin needs. Gently massage in circular motions allowing the formula to smooth into skin. For those with dry, sensitive skin, use day and night. Use in place of your moisturizers OR layer on top of Ultra Facial Cream for extra barrier repair. Discover the rest of Kiehl's beloved Ultra Facial Collection including Kiehl's best facial cream, gentle cleanser, hydrating mask and Ultra Facial Cream with SPF.
When applying, pay special attention to dry, compromised, and distressed areas. Kiehl's barrier cream can also be used on:
Sensitized skin
Around dry lips
Windburn
Around the eyes
Rough, dry skin
Itchy, irritated skin"
pimprod2032286,Neutrogena,Ultra Sheer Lightweight Sunscreen Spray SPF 45,Suncare,Sunscreen,$18.49,5.0 oz,https://media.ulta.com/i/ulta/2595099?w=100&h=100&fmt=auto,560 Reviews,"Benefits
5.0 oz can of Neutrogena Ultra Sheer Body Mist Broad Spectrum SPF 45 sunscreen spray that is lightweight, non-greasy and water resistant for superior UVA/UVB sun protection with a weightless, clean feel
Powerful, lightweight SPF 45 sunscreen spray features an oxybenzone-free formula and helps protect against sunburn and keep skin safe from sun's harmful rays
Formulated with Helioplex sunscreen technology, this sheer sunscreen mist provides superior broad spectrum sun care against skin-aging UVA rays and skin-burning UVB rays
Ultra Sheer Face Mist sunscreen spray is oil-free and non-comedogenic, so it won't clog pores, and can help decrease the risk of skin cancer and early skin aging caused by the sun
From the #1 dermatologist recommended suncare brand, this powerful, lightweight sunscreen spray formula absorbs quickly. The mist is also easy to apply with little-to-no mess & convenient for outdoor use when gardening, biking, hiking, boating & more
Item 2595099","Active: Avobenzone (3%), Homosalate (10%), Octisalate (5%), Octocrylene (10%).
Inactive: Alcohol Denat., Isobutane, Dicaprylyl Carbonate, Polyester-7, Acrylates/Octylacrylamide Copolymer, Neopentyl Glycol Diheptanoate, Fragrance, Tocopheryl Acetate.","Spray liberally and spread evenly by hand 15 minutes before sun exposure. Hold container 4-6 inches from the skin to apply. Rub in. Do not spray directly into face. Spray on hands and then apply to face. Rub in. Do not apply in windy conditions. Use in a well-ventilated area. Reapply at least every 2 hours. Use a water resistant sunscreen if swimming or sweating.
Sun Protection Measures. Spending time in the sun increases your risk of skin cancer and early skin aging. To decrease this risk, regularly use a sunscreen with a Broad Spectrum SPF value of 15 or higher and other sun protection measures including. Limit time in the sun, especially from 10 am - 2 pm. Wear long-sleeved shirts, pants, hats, and sunglasses. Children under 6 months of age, ask a doctor. Other information: Protect this product from excessive heat and direct sun. May stain some fabrics.
Precautions: For external use only Do not use on damaged or broken skin When using this product Keep out of eyes. Rinse with water to remove. Keep away from face to avoid breathing it Stop use and ask a doctor if rash occurs Keep out of reach of children. if swallowed, get medical help or contact a Poison Control Center right away Danger: Flammable. Contents under pressure. Do not use near fire, heat or while smoking. Do not puncture or incinerate. Store at temperatures below 120 degrees F. Use only as directed. Intentional misuse by deliberately concentrating and inhaling the contents can be harmful or fatal."
pimprod2036594,Cetaphil,Hydrating Foaming Cream Cleanser,Cleansers,Face Wash,$16.99,16.0 oz,https://media.ulta.com/i/ulta/2605917?w=100&h=100&fmt=auto,204 Reviews,"Benefits
Clinically proven to remove dirt, makeup, excess oils and impurities
For normal to dry, sensitive skin
Hydrates and soothes as it cleanses, preserving the skin's moisture barrier and maintaining its natural pH
DEFENDS AGAINST 5 SIGNS OF SKIN SENSITIVITY: Dryness, irritation, roughness, tightness and a weakened skin barrier
DERMATOLOGIST RECOMMENDED for Sensitive Skin
Key Ingredients
Glycerin hydrates and moisturizes the skin, improving the skin barrier, and promoting overall skin health
Panthenol (vitamin B5) to hydrate, soothe and preserve the skin barrier
Niacinamide (vitamin B3) to help smooth skin's texture and retain skin's moisture barrier
Aloe vera provides natural hydration and soothing effects for your skin
Formulated Without
Fragrance
Oil
Parabens
Hypoallergenic
Won't clog pores
Item 2605917","Water, Sodium Cocoyl Isethionate, Glycerin, Glycol Distearate, Sodium Cocoyl Glutamate, Cocamidopropyl Betaine, Sodium Lauroyl Sarcosinate, Cetearyl Alcohol, Phenoxyethanol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Arginine, Propylene Glycol, Sodium Chloride, Xanthan Gum, Ethylhexylglycerin, Niacinamide, Panthenol, Aloe Barbadensis Leaf Juice Powder, Pantolactone, Citric Acid.",Massage a small amount onto wet skin. Rinse.
pimprod2047374,SEEN,"Leave-In Conditioner, Fragrance Free",Shampoo & Conditioner,Leave-In Conditioner,$29.00,5.0 oz,https://media.ulta.com/i/ulta/2628762?w=100&h=100&fmt=auto,54 Reviews,"Benefits
Hydrates, strengthens, smooths, and nourishes hair
Heat Protection (up to 450°F)
UV Protection
Color-Safe and Keratin-Safe
Safe for Sensitive Skin
Safe for Acne-Prone Skin
Non-comedogenic (won’t clog pores)
Non-irritating Fragrance-free
Key Ingredients
HEMISQUALANE (C13-15 ALKANE) - A plant sugar-derived alternative to silicone. Provides color and heat protection, reduces frizz, and keeps hair looking and feeling smooth
SQUALANE - A natural, plant sugar-derived moisturizer that nourishes locks, restores luster, and adds instant glass-like shine and softness
BISABOLOL - A naturally-derived ingredient with skin-soothing properties
CERATONIA SILIQUA - Extract from carob tree that boosts the hair’s elasticity and resilience as it helps strengthen hair fibers
MORINGA OLEIFERA Extract from horseradish tree that provides the hair with protection against pollution and UV rays
Research Results
Reduces frizz by 69%* *8 hair tresses, compared to control washed with SLES
Reduces breakage by up to 76% after a single use* *Repeated grooming study with 10 bleached hair tresses, compared to control
Item 2628762","Water, C13-15 Alkane, Cetearyl Alcohol, Glycerin, Squalane, Behentrimonium Chloride, Hydrolyzed Ceratonia Siliqua Seed Extract, Moringa Oleifera Seed Extract, Bisabolol, Zea Mays (Corn) Starch, Polyquaternium-7, Guar Hydroxypropyltrimonium Chloride, Tocopherol, Disodium EDTA, Ethylhexylglycerin, Potassium Sorbate, Disodium Phosphate, Sodium Benzoate, Citric Acid, Phenoxyethanol.",Apply evenly to towel-dried or damp hair before brushing or styling.
pimprod2033797,Juice Beauty,Stem Cellular SuperGrape Youth Renew Serum with Hyaluronic Acid,Treatment & Serums,Face Serums,$65.00,1.0 oz,https://media.ulta.com/i/ulta/2599037?w=100&h=100&fmt=auto,708 Reviews,"Benefits
Clinically Validated more youthful and renewed skin appearance from the rare, organic Sagrantino SUPERGRAPE grown at Juice Beauty’s organic farm.
Anti-Wrinkle product with daily age defy improvements from the rich grape ingredients, Vitamins C, B5, E, and organic shea butter, borage, rose hip, flaxseed oils
Skin Bounce appearance improvement with hydration, plumping and smoothing benefits from hyaluronic acid, prickly pear, jojoba esters
Silky and smooth glide on serum that you will love!
Key Ingredients
Sagrantino SuperGrape - grown on Juice Beauty's organic farm, a rich polyphenol antioxidant provides a rejuvenated, luminous and youthful appearance
Prickly Pear Extract - Skin-soothing properties that help improve overall tone, texture, and complexion
Hyaluronic Acid - Aids in skin plumping and wrinkle reduction
Vitamin B5 - Helps keep skin soft, smooth, and healthy.
Vitamin C - Helps brighten and even skin tone.
Vitamin E - Helps protect, moisturize, and strengthen skin barrier.
Arginine - Amino acid that helps keep skin’s appearance firm, plump, and smooth.
Jojoba Esters - A moisturizing emollient to help with achieving age defy benefits.
Research Results
Clinically Validated, Clean, Vegan, day and night serum!
Independent Laboratory analysis (individual results may vary):
100% reported a more youthful skin appearance, with regular use
100% reported their skin improved daily and was more hydrated and even
100% reported they liked the way their skin looked and felt after using this serum
96% reported their skin's bounce, skin texture improved and felt renewed
96% reported a more radiant, renewed and smooth complexion
Item 2599037","Aloe Barbadensis Leaf Juice*, Vitis Vinifera (Grape) Juice**, Pyrus Malus (Apple) Juice*, Pentylene Glycol**, Glycerin*, Stearyl Alcohol**, Simmondsia Chinensis (Jojoba) Seed Oil*, Malus Domestica Fruit Cell Culture Extract**, Vitis Vinifera (Grape) Extract**, Opuntia Ficus-Indica Stem Extract**, Hyaluronic Acid, Panthenol (Vitamin B5), Ascorbyl Glucoside (Vitamin C), Tocopherol (Vitamin E)**, Butyrospermum Parkii (Shea) Butter*, Hydrolyzed Jojoba Esters**, Algin*, Borago Officinalis Seed Oil*, Rosa Canina Fruit Oil*, Linum Usitatissimum (Linseed) Seed Oil*, Arginine, Cetearyl Olivate**, Sorbitan Olivate**, Polyglyceryl-6 Distearate**, Xanthan Gum, Citric Acid, Potassium Sorbate, Sodium Benzoate, Litsea Cubeba Fruit Oil**, Cinnamomum Camphora (Camphor) Bark Oil**.
*Certified Organic Ingredient
**Plant Ingredient","Apply generously day or night to cleansed face, neck and décolleté followed by Juice Beauty's Stem Cellular Anti-Wrinkle Eye Treatment and Anti-Wrinkle Moisturizers.
The dropper delivers a measured dose for one full face application. 2-3 dropper fills will cover your face, neck and décolleté
Tip: This serum works well to combine or layer with Juice Beauty's other Daily Serums."
pimprod2044168,Fur,Dark Spot Vanish Patch,Treatment & Serums,Body Treatments,$30.00,12 ct,https://media.ulta.com/i/ulta/2621519?w=100&h=100&fmt=auto,24 Reviews,"Benefits
Targets and reduces the appearance of dark spots caused by ingrown hairs, friction, body acne, and irritation.
Designed and tested for any body, anywhere.
Key Ingredients
Niacinamide: Also known as Vitamin B3, it brightens and tones skin affected by post-inflammatory hyperpigmentation.
Ginger root: Soothes inflammation caused by friction, body acne, irritation, and ingrown hairs.
Tranexamic acid: Brightens skin by preventing the production of plasmin, an enzyme that causes dark spots.
Arbutin: Derived from the bearberry plant, it inhibits excess melanin production that causes dark spots and post-inflammatory hyperpigmentation.
Formulated Without
Free of phthalates, parabens, silicones, and artificial colors. Gluten free and vegan.
Item 2621519","Sodium Hyaluronate, Cellulose Gum, Glycerin, Trehalose, Niacinamide, Propanediol, Arbutin, Tranexamic Acid, Zingiber Officinale (Ginger) Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Camellia Sinensis Leaf Extract, Caprylyl Glycol, Ethylhexylglycerin, 1,2-Hexanediol.","Apply the patch to clean, dry skin directly onto the dark spot, being careful not to touch the center of the adhesive side of the patch. Gently press down for 10 seconds to ensure it adheres. Leave the patch on for at least 6 hours for microdarts to fully dissolve. For best results, apply one before bedtime and let the patch get active while you're not. Apply a patch every 1-2 days until you're satisfied with the results."
pimprod2030896,Clinique,Clarifying Face Lotion 2 - Dry Combination Mini,Travel Size Skin Care,,$9.00,2.0 oz,https://media.ulta.com/i/ulta/2590257?w=100&h=100&fmt=auto,"5,042 Reviews","Benefits
Skin Type: Dry Combination.
Gentle, refreshing formula is the difference-maker for healthy skin.
Sweeps away pollution, grime, dulling flakes to reveal smoother, clearer skin.
Preps skin for moisturizer - exfoliated skin is more receptive to hydration and treatment products.
For drier skins, twice-daily exfoliation helps remove surface flakes that can be a barrier to moisture absorption. Even helps minimize the look of fine dry lines.
For oilier skin types, twice-daily exfoliation helps minimize excess oil and keep pores clear.
Dermatologist-developed for high-performance results.
Create great skin with Clinique's twice-daily 3-Step Skincare System developed by a celebrated dermatologist.
It's simple: cleanse with Facial Soap, exfoliate with Clarifying Lotion, moisturize with Dramatically Different Moisturizing Lotion+ or oil-free Gel. Each step is customized for your skin type.
Allergy tested.
Formulated Without
Parabens
Phthalates
Oil
SLS
SLES
Sulfates
Gluten
Fragrance
Item 2590257","Water\Aqua\Eau, Alcohol Denat., Glycerin, Hamamelis Virginiana (Witch Hazel) Extract, Acetyl Glucosamine, Trehalose, Sodium Hyaluronate, Butylene Glycol, Sodium Bicarbonate, Red 6 (CI 15850), Red 33 (CI 17200), Ext. Violet 2 (CI 60730).
Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.","Use lotion twice a day, morning and night after cleansing. Apply with a cotton ball, sweeping gently over face and neck. For external use only. Avoid eye area and lips. Follow with Step 3: Dramatically Different Moisturizing Face Lotion+, Gel or Cream."
pimprod2040388,L'Oréal,Bright Reveal 12 Percent Niacinamide Dark Spot Serum,Treatment & Serums,Face Serums,$39.99,1.01 oz,https://media.ulta.com/i/ulta/2613665?w=100&h=100&fmt=auto,795 Reviews,"Benefits
12 percent Niacinamide plus Amino Sulfonic plus Ferulic Dark Spot Serum will visibly reduce the appearance of dark spots, post-acne marks, and imperfections
Niacinamide is a top dermatologist-recommended brightening ingredient that helps reduce the appearance of dark spots, including sun and age spots, as well as post-acne marks
With added antioxidant Ferulic Acid and Amino Sulfonic to help gently exfoliate skin surface cells
Immediately, skin feels moisturized, and complexion looks more luminous and fresher. After 1 week, starts visibly fading stubborn dark spots. After 2 weeks, skin texture looks refined
Clinical Results validated with Dermatologists. Tested and suitable for sensitive skin. Made for all skin tones
Features
Niacinamide to help reduce the appearance of dark spots and imperfections. Added antioxidant Ferulic Acid and Amino Sulfonic Acid to help gently exfoliate skin surface cells and brighten skin
Item 2613665","Aqua / Water / Eau, Niacinamide, Glycerin, Alcohol Denat., Hydroxyethylpiperazine Ethane Sulfonic Acid, Dimethicone, Isopropyl Lauroyl Sarcosinate, Octyldodecanol, Peg-20 Methyl Glucose Sesquistearate, Citric Acid, Ferulic Acid, Phenylethyl Resorcinol, Sodium Hyaluronate, Trisodium Ethylenediamine Disuccinate, Cetearyl Ethylhexanoate, Isopropyl Myristate, Acrylamide/Sodium Acryloyldimethyltaurate, Copolymer, Ammonium Polyacryloyldimethyl Taurate, CI 77891 / Titanium Dioxide, Isohexadecane, Mica, Poloxamer 338, Polysorbate 80, Sorbitan Oleate, Tin Oxide, Tocopherol, Xanthan Gum, Dimethiconol, Phenoxyethanol, Parfum / Fragrance Fil Code N70019036/1.","Every morning and evening after cleansing apply 3 to 4 drops to face. Follow with your usual moisturizer and broad spectrum SPF in the morning to protect skin. This serum can also be applied on neck, décolleté, and hands.
Precautions: Avoid contact with eyes. If contact occurs, rinse thoroughly with water. For external use only."
pimprod2046055,Murad,Brighten & Even Tone with Vitamin C Trial Kit,By Category,Skin Gifts,$40.00,,https://media.ulta.com/i/ulta/2627164?w=100&h=100&fmt=auto,3 Reviews,"Benefits
Essential-C Cleanser: Formulated with vitamins A, C, and E, this energizing cleansing gel helps remove pollution and other impurities without over-drying skin.
Vita-C Glycolic Brightening Serum: Glycolic acid helps remove surface cells and prepares skin for absorption of stabilized vitamin C. Vita-C Complex enhances L-ascorbic acid stability and potency for radiant, healthier-looking skin.
Essential-C Day Moisture Broad Spectrum SPF 30 PA+++: Reveal radiance and help protect skin from UV damage with this vitamin-C-rich SPF moisturizer.
Features
Clinically proven products in travel-friendly trial sizes
Includes
Essential-C Cleanser (2.0 oz)
Vita-C Glycolic Brightening Serum (0.33 oz)
Essential-C Day Moisture Broad Spectrum SPF 30 PA+++ (0.8 oz)
Item 2627164","Essential-C Cleanser: Water/Aqua/Eau, Cocamidopropyl Betaine, Disodium Laureth Sulfosuccinate, Glycerin, Panthenol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Propanediol, Polysorbate 20, Tocopheryl Acetate, Rice Amino Acids, Allantoin, Ascorbic Acid, Cellulose, Sodium PCA, Lactose, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Hydroxypropyl Methylcellulose, Tetrasodium Glutamate Diacetate, Sodium Hydroxide, Citric Acid, Leuconostoc/Radish Root Ferment Filtrate, Caprylyl Glycol, Chlorphenesin, Phenoxyethanol, Sodium Benzoate, Limonene, Fragrance (Parfum), Iron Oxides (CI 77492).
Vita-C Glycolic Brightening Serum: Water/Aqua/Eau, Glycerin, Glycolic Acid, Caprylic/Capric Triglyceride, Dimethicone, Sodium Hydroxide, HDI/Trimethylol Hexyllactone Crosspolymer, Diisopropyl Sebacate, C13-16 Isoparaffin, Polyacrylate Crosspolymer-6, Dimethyl Isosorbide, Ascorbic Acid, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Tetrahexyldecyl Ascorbate, Cetearyl Isononanoate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Oleyl Alcohol, Silica, Hexylresorcinol, Polysilicone-11, Triheptanoin, Polyisobutene, Marrubium Vulgare Extract, Zanthoxylum Bungeanum Fruit Extract, Verbascum Thapsus Extract, Tocopherol, Butylene Glycol, Mica, Hexylene Glycol, Sodium Surfactin, Xymenynic Acid, Tocopheryl Acetate, PEG-7 Trimethylolpropane Coconut Ether, Terminalia Ferdinandiana Fruit Extract, Tin Oxide, Chlorella Vulgaris Extract, Decyl Glucoside, Citric Acid, Caprylyl Glycol, Phenoxyethanol, Ethylhexylglycerin, Sodium Benzoate, Potassium Sorbate, Lactic Acid, Propanediol, Sorbitan Isostearate, Titanium Dioxide (CI 77891).
Essential-C Day Moisture Broad Spectrum SPF 30 PA+++: Active Ingredients: Avobenzone 3.0%, Homosalate 6.5%, Octinoxate 7.5%, Octisalate 5.0%, Oxybenzone 2.0%. Inactive: Water (Aqua), Butylene Glycol, Stearic Acid, Diisopropyl Sebacate, Cocoglycerides, Lauryl Lactate, Glyceryl Stearate, PEG-100 Stearate, Isodecyl Neopentanoate, Dimethicone, Cetyl Alcohol, Cetyl Phosphate, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Phospholipids, Retinyl Palmitate, Tocopheryl Acetate, Ascorbyl Palmitate, Pelvetia Canaliculata Extract, Ectoin, Ginkgo Biloba Leaf Extract, Vitis Vinifera (Grape) Seed Extract, Passiflora Incarnata Extract, Tetrahexyldecyl Ascorbate, Sodium PCA, Panthenol, Tripleurospermum Maritimum Extract, Zinc Gluconate, Ethyl Linoleate, Magnesium Aluminum Silicate, Xanthan Gum, Aminomethyl Propanol, Disodium EDTA, Phenoxyethanol, Caprylyl Glycol, Chlorphenesin, Limonene, Linalool, Fragrance (Parfum), Yellow 6 (CI 15985), Red 33 (CI 17200).","Step 1: Massage Essential-C Cleanser over dampened face and neck. Rinse and pat dry. Step 2: Massage Vita-C Glycolic Brightening Serum evenly over face, neck and chest. Step 3: In the AM, apply Essential-C Day Moisture SPF 30 liberally to face, neck and chest.
In case of any skin irritation, discontinue use. Use only as directed. Avoid contact with eyes.
Vita-C Glycolic Serum: If irritation persists, discontinue use and consult a physician. It is recommended that prior to exposure to the sun, users cover areas where AHAs have been applied with sunscreen. Contact of the product with the skin must be of limited frequency or duration."
pimprod2051280,Lip Smacker,Hello Kitty Jelly Burst Lip & Cheek Tint,Lips,Lip Balms & Treatments,$5.50,Cherry,https://media.ulta.com/i/ulta/2636958?w=100&h=100&fmt=auto,14 Reviews,"Benefits
Lip Smacker makes for the perfect first ingredient in your kids' first makeup kit.
Features
With its long-lasting tint, this lip & cheek tint features a a hydrating, bouncing jelly texture that glides on with a sheer and buildable burst of color.
Treat your lips to sweet buildable burst of color and delicious flavor your lips will instantly love
Lip Smacker's Hello Kitty Lip & Cheek Tints are made with a fun hydrating, bouncy jelly texture that glides with a sheer, buildable burst of color and sweet flavor your lips will instantly love.
Featured in two delicious flavors and tints, Hello Kitty Jelly Burst Lip & Cheek Tints give the sweetest tint and flavors!
Item 2636958","Water/Aqua/Eau, Glycerin, Butylene Glycol, Propylene Glycol, Sorbitol, Aroma/Flavor, Sodium Chloride, Ppg-26-Buteth-26, Agarose, Peg-40 Hydrogenated Castor Oil, Phenoxyethanol, Caprylyl Glycol, Allantoin, Aloe Barbadensis Leaf Juice, Panthenol, Sucralose, Ethylhexylglycerin, Hexylene Glycol, Polyacrylic Acid, Glyceryl Polyacrylate, Pvm/Ma Copolymer, Benzyl Benzoate, Benzaldehyde, Vanillin, Limonene, Red 28 (CI 45410), Red 40 (CI 16035), Yellow 6 (CI 15985). [2409-3.1M] .","Apply by gently swiping or swirling the stick directly onto lips and cheeks. Blend or tap with finger, brush or sponge. Layer as needed for desired finish. Replace the inner cap after each use. Recommended for ages 6 and up.
Precautions: Not for use around or near eyes."
pimprod2014509,,,,,,,,,,,
